Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	geneset_db	abs_NES
prerank	Allograft Rejection	0.8140479249069923	2.1163725221291	0.0	0.0	0.0	123/197	11.48%	HLA-DOB;CCL5;MAP4K1;CRTAM;HLA-DMB;HLA-DOA;TLR6;CCL19;PRKCB;IL16;CXCR3;CD8A;ITGAL;GZMA;CD96;IL2RB;HLA-DMA;WAS;IRF8;IRF4;CCL22;HLA-DRA;CCR5;HCLS1;LCK;ST8SIA4;CD74;SIT1;PTPRC;CSK;CCR2;PTPN6;CD2;HLA-DQA1;CD8B;HDAC9;LY86;MMP9;ITGB2;ZAP70;IL2RG;ITK;NCF4;LCP2;IL27RA;IL12RB1;IL18;KLRD1;CD3G;CD3E;CD7;CD3D;CXCL13;FYB1;CDKN2A;CD4;CD86;CD79A;SPI1;IFNAR2;STAT4;ETS1;CCL4;CD247;IGSF6;GPR65;LTB;ICOSLG;TGFB1;CXCL9;CD28;CD1D;FASLG;TNF;JAK2;HLA-A;TLR1;FAS;C2;PSMB10;IL12B;SRGN;PRKCG;IL4R;CTSS;IFNG;WARS1;CD80;CD40LG;LYN;FCGR2B;GBP2;ACHE;ELF4;PRF1;NLRP3;RPS19;TLR2;FGR;TAPBP;IKBKB;NCR1;TRAT1;ICAM1;ABI1;IL18RAP;BCAT1;RPL39;TAP1;ABCE1;CD40;IL10;B2M;LY75;HLA-E;IL2RA;MAP3K7;RPS9;SOCS1;GZMB;HIF1A;TAP2;RIPK2	MSigDB_Hallmark_2020	2.1163725221291
prerank	E2F Targets	0.7635622642459616	1.980755161183522	0.0	0.0	0.0	114/200	13.98%	MYBL2;MKI67;AURKB;KIF18B;BUB1B;CDC20;RRM2;HMMR;TOP2A;BIRC5;TACC3;TK1;ASF1B;CKS2;KIF4A;EZH2;CCNB2;DEPDC1;MELK;CENPE;ORC6;CHEK1;MCM5;E2F8;CDCA8;PLK1;CENPM;DLGAP5;SPC24;MAD2L1;CDCA3;TMPO;CDKN2A;GINS1;PLK4;SPC25;BRCA2;CDKN3;ESPL1;MCM6;H2AX;DNMT1;SMC4;MCM4;RAD51AP1;CDK1;TCF19;DDX39A;TRIP13;RACGAP1;KPNA2;UBE2S;KIF2C;AURKA;LBR;CIT;JPT1;TIMELESS;LMNB1;HMGB2;DCK;POLA2;DIAPH3;GINS4;ATAD2;CSE1L;HELLS;TP53;MTHFD2;MCM3;UBE2T;SMC6;NCAPD2;CNOT9;MCM2;DSCC1;CTCF;PRKDC;H2AZ1;SMC1A;STMN1;HMGA1;CTPS1;MMS22L;NASP;POLE;POLD1;MXD3;ANP32E;RFC3;PCNA;NUP153;HNRNPD;NUP107;NAP1L1;SMC3;CHEK2;CCNE1;LYAR;USP1;NUP205;DCLRE1B;CDKN2C;PDS5B;CDC25A;SNRPB;RFC1;NME1;PSIP1;RANBP1;RFC2;BARD1;RNASEH2A;DONSON	MSigDB_Hallmark_2020	1.980755161183522
prerank	G2-M Checkpoint	0.7519652499775042	1.9553780067805988	0.0	0.0	0.0	105/199	13.64%	BUB1;MYBL2;MKI67;E2F2;AURKB;NUSAP1;CDC20;HMMR;CDC45;TOP2A;BIRC5;TACC3;POLQ;CENPF;CKS2;NEK2;KIF4A;EZH2;CCNB2;TROAP;CDC6;UBE2C;CENPE;ORC6;NDC80;TPX2;CHEK1;KIF23;MCM5;PLK1;SLC7A5;KNL1;EXO1;KIF11;KIF15;MAD2L1;PRC1;E2F1;TMPO;CCNF;CENPA;PLK4;PBK;DBF4;BRCA2;CDKN3;ESPL1;MCM6;TTK;H2AX;SMC4;CDK1;TGFB1;DDX39A;RACGAP1;KPNA2;UBE2S;KIF2C;AURKA;LBR;GINS2;CCNA2;STIL;JPT1;TLE3;LMNB1;POLA2;FOXN3;MCM3;BUB3;INCENP;MCM2;CTCF;CDC7;KIF20B;NUP50;H2AZ1;SMC1A;STMN1;HMGA1;ARID4A;NASP;POLE;KPNB1;G3BP1;DTYMK;CHAF1A;SMC2;HNRNPD;DR1;FBXO5;CASP8AP2;HIF1A;SLC38A1;PRPF4B;ODF2;CDKN2C;PDS5B;CDC25A;TENT4A;MARCKS;RBL1;CUL1;BARD1;TOP1	MSigDB_Hallmark_2020	1.9553780067805988
prerank	Fatty Acid Metabolism	-0.4464324203147904	-1.854148418222888	0.0	0.0	0.0	64/155	16.30%	GLUL;SMS;CA4;KMT5A;SERINC1;GABARAPL1;AADAT;ADIPOR2;CRAT;EPHX1;MAOA;ALAD;NSDHL;HSD17B4;SUCLG1;HIBCH;ALDH9A1;ECI2;UROD;ALDH3A2;RDH11;ACOX1;CBR1;SUCLA2;SLC22A5;ACAA2;PCBD1;GSTZ1;BCKDHB;AQP7;ETFDH;HSDL2;ACOT2;PRDX6;ACADL;ACADVL;RETSAT;CRYZ;CD36;HMGCL;BPHL;ALDH1A1;AOC3;TP53INP2;UGDH;DHCR24;CIDEA;ACADS;ACSL1;REEP6;EHHADH;ALDH3A1;IDH3B;UROS;GPD1;ECI1;HADH;CPT2;PTS;ADH1C;NTHL1;CEL;IDH1;D2HGDH	MSigDB_Hallmark_2020	1.854148418222888
prerank	Interferon Gamma Response	0.699426340216801	1.8032765486701143	0.0	0.0001914638185129	0.001	95/200	16.45%	CCL5;CIITA;TNFAIP3;SLAMF7;GZMA;KLRK1;ITGB7;IL2RB;HLA-DMA;IRF8;IRF4;ST8SIA4;CD74;HLA-DRB1;PTPN6;HLA-DQA1;LCP2;CASP8;IL10RA;IRF5;CD86;IFNAR2;GPR18;BANK1;STAT4;FPR1;TNFAIP2;NCOA3;CXCL9;CSF2RB;JAK2;HLA-A;IFI30;MARCHF1;FAS;CASP3;PSMB10;PTPN1;NLRC5;IL4R;VCAM1;PELI1;PSMB9;MTHFD2;WARS1;BTG1;RAPGEF6;HLA-B;XCL1;IRF1;CD38;LYSMD2;TAPBP;PIM1;PSMB8;ICAM1;GBP4;IL18BP;IDO1;TAP1;CFB;CD40;B2M;PNP;ARID5B;SPPL2A;PTPN2;FCGR1A;NFKB1;SOCS1;CD69;HIF1A;RIPK2;CASP4;CASP1;PDE4B;MVP;IRF2;HLA-G;SELP;TRIM14;CD274;VAMP5;SAMHD1;IL7;RNF213;SOD2;PSME2;NAMPT;ISG20;ZBP1;TRAFD1;STAT3;GCH1;IL15RA	MSigDB_Hallmark_2020	1.8032765486701143
prerank	IL-6/JAK/STAT3 Signaling	0.6942811373113785	1.7548513042417162	0.0	0.0001531710548103	0.001	49/86	19.03%	CSF2RA;PIK3R5;EBI3;ITGA4;IL9R;IL2RG;IL12RB1;CXCL13;CBL;TNFRSF1B;LTB;TGFB1;CXCL9;CSF3R;CSF2RB;TNF;FAS;PTPN1;IL4R;HMOX1;GRB2;TYK2;IRF1;TLR2;CD38;PIM1;IL10RB;IL3RA;IL17RA;IL2RA;PTPN2;BAK1;SOCS1;MAP3K8;PLA2G2A;IL6ST;A2M;CD44;IL7;TNFRSF21;STAT3;CSF1;IL15RA;IL18R1;IFNGR1;IL1R2;IL6;CD14;CXCL11	MSigDB_Hallmark_2020	1.7548513042417162
prerank	Inflammatory Response	0.6750540139506129	1.7544738732516236	0.0	0.0001276425456753	0.001	94/199	19.03%	GP1BA;CCL5;CXCR6;PIK3R5;P2RX7;SLAMF1;TNFRSF9;IL2RB;CCL22;RASGRP1;EBI3;LCK;SEMA4D;KCNA3;LCP2;IL10RA;IL18;IL7R;PTAFR;OLR1;CYBB;GPR183;TNFRSF1B;FPR1;ICOSLG;CD70;CXCL9;NOD2;RHOG;CSF3R;IRAK2;TLR1;IL12B;IL4R;MEFV;CD82;CD48;ATP2B1;CCL17;PTGER4;LYN;LTA;NLRP3;IRF1;MSR1;CCRL2;SLC1A2;TLR2;TAPBP;RGS1;CLEC5A;ICAM1;ABI1;IL18RAP;TNFSF9;CD40;IL10;ADORA2B;GNA15;NFKB1;CD69;HIF1A;PTPRE;RIPK2;AHR;PDE4B;C3AR1;ADRM1;SELL;PTGIR;NPFFR2;NAMPT;KCNJ2;C5AR1;PLAUR;CSF1;GCH1;IL15RA;IL18R1;TIMP1;PTGER2;EMP3;CCR7;MYC;CCL20;SLC31A2;STAB1;CMKLR1;TACR1;IL6;CHST2;SPHK1;CD14;CXCL11	MSigDB_Hallmark_2020	1.7544738732516236
prerank	Complement	0.6697073627169523	1.7283757161052211	0.0	0.0002188157925862	0.002	78/198	14.22%	GP1BA;CCL5;GZMK;CR2;PIK3CG;LTF;PIK3R5;TNFAIP3;GZMA;WAS;RASGRP1;DOCK10;CR1;CDK5R1;LCK;LCP2;OLR1;PLEK;GNG2;APOC1;SERPINA1;PFN1;CTSH;KYNU;RHOG;ITGAM;JAK2;CASP3;APOBEC3G;DYRK2;C2;APOBEC3F;GNGT2;KIF2A;CTSS;HPCAL4;VCPIP1;PSMB9;GRB2;CD40LG;LYN;CP;FYN;FCN1;IRF1;CTSC;PIK3CA;PIM1;USP15;ITIH1;SH2B3;CASP10;MMP12;CFB;DUSP5;CBLB;S100A9;DGKH;C1QA;LIPA;GZMB;GATA3;EHD1;CPM;FCER1G;LTA4H;CASP4;CASP1;GNAI2;C3;RNF4;IRF2;GMFB;TFPI2;PREP;C1QC;RABIF;TMPRSS6	MSigDB_Hallmark_2020	1.7283757161052211
prerank	Adipogenesis	-0.4160977076686884	-1.6625034990525993	0.0	0.0154028436018957	0.0049751243781094	81/200	17.42%	DHCR7;RTN3;PPARG;CAVIN2;BCL2L13;PHLDB1;ADIPOR2;RAB34;DHRS7;CRAT;ADCY6;ITIH5;ETFB;EPHX2;RMDN3;RNF11;APLP2;REEP5;CMBL;SUCLG1;QDPR;CAT;ITSN1;CAVIN1;LPCAT3;HIBCH;FABP4;SCP2;NKIRAS1;UCK1;ACOX1;PRDX3;PGM1;MGST3;DHRS7B;SOWAHC;ACAA2;SLC25A1;CD151;NDUFA5;COQ9;ACADL;GBE1;ELMOD3;PEMT;RETSAT;CD36;SULT1A1;LPL;ALDH2;PDCD4;SOD1;ATL2;MCCC1;SLC27A1;CHCHD10;GPX3;CIDEA;TOB1;SLC25A10;ACADS;BCKDHA;REEP6;GPHN;MAP4K3;ARL4A;CD302;HADH;CPT2;COQ3;AGPAT3;FZD4;ADIPOQ;IDH1;MTARC2;TKT;CMPK1;SPARCL1;POR;GPAM;ARAF	MSigDB_Hallmark_2020	1.6625034990525993
prerank	TNF-alpha Signaling via NF-kB	0.6369721178523766	1.6518142861260514	0.0	0.0012445148203344	0.013	79/200	16.69%	CCL5;TNFAIP3;TNFRSF9;BIRC3;TRAF1;SLC2A6;RELB;NFKB2;NFKBIE;DUSP2;CD83;DUSP4;IL18;IL7R;OLR1;PLEK;GPR183;CCL4;ZC3H12A;TNFAIP2;KYNU;ICOSLG;IL23A;IER5;BCL2A1;TNF;REL;IL12B;TNC;BHLHE40;CCNL1;ATP2B1;STAT5A;MSC;CD80;BTG1;PTGER4;EGR3;IRF1;CCRL2;TLR2;TNFAIP8;TNIP1;ICAM1;SERPINB8;LAMB3;TNFSF9;TAP1;PFKFB3;DUSP5;TANK;NFKB1;CD69;MAP3K8;PTPRE;EHD1;RIPK2;GEM;BIRC2;MAP2K3;SIK1;MCL1;PDE4B;MARCKS;SLC2A3;IL6ST;CD44;FUT4;RNF19B;SOD2;NAMPT;SLC16A6;BCL3;PLAUR;CSF1;DRAM1;GCH1;IL15RA;TNIP2	MSigDB_Hallmark_2020	1.6518142861260514
prerank	Mitotic Spindle	0.6290868213005466	1.6321839499679354	0.0	0.0017019006090044	0.02	72/199	12.87%	PIF1;BUB1;NUSAP1;DOCK2;TOP2A;BIRC5;CENPF;ARHGAP4;NEK2;KIF4A;KNTC1;CCNB2;CENPE;NDC80;TPX2;KIF23;PLK1;PREX1;DLGAP5;KIF11;KIF15;MYO9B;PRC1;NIN;CNTRL;ANLN;TIAM1;BRCA2;ESPL1;TTK;SMC4;CDK1;RACGAP1;KIF2C;SEPTIN9;AURKA;TUBA4A;RHOF;PLEKHG2;EPB41;LMNB1;CCDC88A;RASA2;CLIP2;ARHGAP27;MYO1E;SUN2;RAPGEF6;INCENP;ARF6;UXT;CKAP5;KIF20B;ABR;ROCK1;SMC1A;ECT2;ABI1;SSH2;MYH9;RANBP9;CEP250;FBXO5;SMC3;PCNT;SOS1;LATS1;SASS6;RFC1;CEP192;STK38L;MARCKS	MSigDB_Hallmark_2020	1.6321839499679354
prerank	IL-2/STAT5 Signaling	0.6113669778486314	1.5887636856465572	0.0	0.0027570789865871	0.036	69/199	13.85%	EOMES;CD79B;CST7;TNFSF11;TNFRSF9;IL2RB;IRF8;IRF4;TRAF1;CDC6;TNFRSF18;RHOH;ADAM19;CD83;IL10RA;CD86;BATF;ITGAE;SLC1A5;RABGAP1L;TNFRSF4;SYNGR2;TNFRSF1B;TIAM1;ICOS;DCPS;GPR65;LTB;NCOA3;CTLA4;LRRC8C;PHTF2;CASP3;IL4R;PRKCH;CD48;BHLHE40;SWAP70;MYO1E;CCR4;MAPKAPK2;CTSZ;PIM1;FLT3LG;IL3RA;CDC42SE2;GBP4;TLR7;PLEC;TNFRSF8;ITGA6;IL10;SYT11;PNP;IL2RA;COCH;PUS1;SOCS1;CCNE1;MAP3K8;AHR;CAPN3;SPP1;XBP1;SELP;SLC2A3;BATF3;SELL;CD44	MSigDB_Hallmark_2020	1.5887636856465572
prerank	Myc Targets V1	0.5873809638801752	1.5240954067522747	0.0	0.0064053350193439	0.086	92/200	21.89%	CDC20;CDC45;MCM5;TYMS;MAD2L1;PABPC4;MCM6;MCM4;EEF1B2;KPNA2;RFC4;CCNA2;SNRPA1;PABPC1;BUB3;RPS3;RPS2;SRM;MCM2;RPS5;GNL3;HNRNPA1;H2AZ1;CTPS1;EPRS1;PPM1G;RPS6;KPNB1;FAM120A;RPS10;G3BP1;ABCE1;PCNA;LSM7;HNRNPD;NAP1L1;SRPK1;DDX21;USP1;IARS1;NCBP1;CBX3;EIF4A1;DHX15;TARDBP;NME1;SRSF7;RANBP1;RPL18;CUL1;XPOT;SRSF1;HNRNPC;MCM7;CDK2;SET;RRM1;SNRPA;HSPD1;RAN;EIF3B;HNRNPA2B1;EIF3D;RPL34;SRSF2;RPL14;MYC;RPL6;SNRPD1;FBL;UBE2E1;PSMB3;PSMA7;PRPS2;PSMB2;RPLP0;SF3B3;XPO1;PRDX4;CCT3;HNRNPA3;RACK1;DDX18;SNRPD2;UBA2;PSMD1;SNRPG;RNPS1;HNRNPR;EIF2S2;POLE3;CSTF2	MSigDB_Hallmark_2020	1.5240954067522747
prerank	KRAS Signaling Up	0.5745223551486337	1.4999290122453373	0.0	0.0082329441960589	0.118	50/195	12.18%	MAP4K1;LAT2;CXCR4;KCNN4;CSF2RA;DOCK2;TNFAIP3;BIRC3;IRF8;LAPTM5;CD37;TRAF1;LCP1;IKZF1;ADAM8;HDAC9;MMP9;ITGB2;IL2RG;IL10RA;IL7R;ADAMDEC1;NIN;PRDM1;RABGAP1L;ETS1;CBL;TNFRSF1B;MMP11;CTSS;PDCD1LG2;TLR8;GLRX;PIGR;CLEC4A;TMEM176B;TRIB2;PSMB8;ADAM17;ST6GAL1;WDR33;STRN;CFB;LY96;AMMECR1;GYPC;FCER1G;SPP1;IGFBP3;USP12	MSigDB_Hallmark_2020	1.4999290122453373
prerank	Spermatogenesis	0.5635774226755588	1.4382178415451146	0.0010235414534288	0.0180859668564586	0.262	26/114	11.00%	SLC2A5;GFI1;BUB1;NCAPH;NEK2;EZH2;CCNB2;DCC;CHFR;DBF4;CDKN3;TTK;CDK1;CAMK4;KIF2C;RFC4;AURKA;TOPBP1;IL12RB2;LPIN1;RPL39L;DPEP3;MTOR;AGFG1;STRBP;IDE	MSigDB_Hallmark_2020	1.4382178415451146
