gene	log2FC_tcga	cohens_d_tcga	fdr_tcga	replication_rate	novelty_score
SDK1	2.464925168126926	1.5994420455467533	2.5000359387679597e-36	1	56.943421672637506
SEC23A	0.675489317584395	1.2819501295840918	6.653670145774393e-23	2	56.85945896506079
TMEM100	1.8940030985743068	1.239890234560567	1.2506558183093464e-23	2	56.79407035100499
NRIP1	1.4463947308894154	1.3045432486896271	1.76846156282974e-22	2	56.75390454048491
CD276	0.9217588485294996	1.902214075351311	1.6831043335472848e-30	1	56.63631066110996
SGMS2	1.6143211422481478	1.7654310916916656	1.1665253128689909e-32	1	56.375697891593184
VTCN1	1.7669967312404553	1.1099494370381393	2.006719906685585e-51	1	56.2716762811924
MSN	0.7291827119677272	1.3200638613638886	5.710811191460304e-22	2	56.08503105540097
SERPINB8	0.8381523970357163	1.434818817493577	2.954796652478464e-20	2	56.04250899526875
NCF2	1.2974456958003242	1.2356265377424958	2.2015247562749166e-23	2	55.99186405112667
TIPARP	1.290644670241761	1.331428055962214	1.0926327182326911e-21	2	55.817527088964795
DOK2	1.1012430529564141	1.1774135383316005	1.9930124762002214e-24	2	55.81055554125891
IFNGR1	0.5743182469018535	1.3896125241243722	8.730128589231453e-21	2	55.748417877855445
CACNB4	-1.6278351672573543	-1.9018237475800785	4.9211329848769786e-30	1	55.73852658301259
CDK5RAP2	1.1658434283884658	1.346561850532813	4.377559625166237e-42	1	55.69213907935603
S100B	1.9108480821837122	1.3547010505781105	9.968684095067054e-42	1	55.54458840203635
SORBS2	-1.728825286410335	-1.6228333244836919	9.508702307963085e-35	1	55.21183859540049
KCTD12	1.1991713460741025	1.3017840139796488	6.361815507794432e-22	2	55.186318632222445
ACP5	1.6471972580569174	1.3862663428185702	1.5430583902712556e-20	2	54.92835746129617
BCL2L1	0.8632939629595286	1.5641788640737762	7.684083376492477e-36	1	54.925214710843285
P2RY6	1.4674879776962406	1.5229712542052776	8.620156103074921e-37	1	54.92517375386557
WNT4	-2.1163505215026506	-1.8736288240606065	4.9657099166550686e-30	1	54.90485401159922
SLC22A31	3.3883119942066386	1.9240204847405247	3.0651027844281165e-29	1	54.860663830761276
HLA-G	1.9101068912208474	1.292091369464555	4.136152609731361e-43	1	54.7632298006633
SHROOM4	1.4037432212583987	1.6398195139042442	5.138782203981409e-34	1	54.58818102634121
LEMD1	1.458240117610438	1.660560069466589	1.4062455362804236e-33	1	54.55261784738461
