split_name	fold_id	row_id	role
source_heldout_NEPdb	NEPdb	CNV0_00000	train
source_heldout_NEPdb	NEPdb	CNV0_00001	train
source_heldout_NEPdb	NEPdb	CNV0_00002	train
source_heldout_NEPdb	NEPdb	CNV0_00003	train
source_heldout_NEPdb	NEPdb	CNV0_00004	train
source_heldout_NEPdb	NEPdb	CNV0_00005	train
source_heldout_NEPdb	NEPdb	CNV0_00006	train
source_heldout_NEPdb	NEPdb	CNV0_00007	train
source_heldout_NEPdb	NEPdb	CNV0_00008	train
source_heldout_NEPdb	NEPdb	CNV0_00009	train
source_heldout_NEPdb	NEPdb	CNV0_00010	train
source_heldout_NEPdb	NEPdb	CNV0_00011	train
source_heldout_NEPdb	NEPdb	CNV0_00012	train
source_heldout_NEPdb	NEPdb	CNV0_00013	train
source_heldout_NEPdb	NEPdb	CNV0_00014	train
source_heldout_NEPdb	NEPdb	CNV0_00015	train
source_heldout_NEPdb	NEPdb	CNV0_00016	train
source_heldout_NEPdb	NEPdb	CNV0_00017	train
source_heldout_NEPdb	NEPdb	CNV0_00018	train
source_heldout_NEPdb	NEPdb	CNV0_00019	train
source_heldout_NEPdb	NEPdb	CNV0_00020	train
source_heldout_NEPdb	NEPdb	CNV0_00021	train
source_heldout_NEPdb	NEPdb	CNV0_00022	train
source_heldout_NEPdb	NEPdb	CNV0_00023	train
source_heldout_NEPdb	NEPdb	CNV0_00024	train
source_heldout_NEPdb	NEPdb	CNV0_00025	train
source_heldout_NEPdb	NEPdb	CNV0_00026	train
source_heldout_NEPdb	NEPdb	CNV0_00027	train
source_heldout_NEPdb	NEPdb	CNV0_00028	train
source_heldout_NEPdb	NEPdb	CNV0_00029	train
source_heldout_NEPdb	NEPdb	CNV0_00030	train
source_heldout_NEPdb	NEPdb	CNV0_00031	train
source_heldout_NEPdb	NEPdb	CNV0_00032	train
source_heldout_NEPdb	NEPdb	CNV0_00033	train
source_heldout_NEPdb	NEPdb	CNV0_00034	train
source_heldout_NEPdb	NEPdb	CNV0_00035	train
source_heldout_NEPdb	NEPdb	CNV0_00036	train
source_heldout_NEPdb	NEPdb	CNV0_00037	train
source_heldout_NEPdb	NEPdb	CNV0_00038	train
source_heldout_NEPdb	NEPdb	CNV0_00039	train
source_heldout_NEPdb	NEPdb	CNV0_00040	train
source_heldout_NEPdb	NEPdb	CNV0_00041	train
source_heldout_NEPdb	NEPdb	CNV0_00042	train
source_heldout_NEPdb	NEPdb	CNV0_00043	train
source_heldout_NEPdb	NEPdb	CNV0_00044	train
source_heldout_NEPdb	NEPdb	CNV0_00045	train
source_heldout_NEPdb	NEPdb	CNV0_00046	train
source_heldout_NEPdb	NEPdb	CNV0_00047	train
source_heldout_NEPdb	NEPdb	CNV0_00048	train
source_heldout_NEPdb	NEPdb	CNV0_00049	train
source_heldout_NEPdb	NEPdb	CNV0_00050	train
source_heldout_NEPdb	NEPdb	CNV0_00051	train
source_heldout_NEPdb	NEPdb	CNV0_00052	train
source_heldout_NEPdb	NEPdb	CNV0_00053	train
source_heldout_NEPdb	NEPdb	CNV0_00054	train
source_heldout_NEPdb	NEPdb	CNV0_00055	train
source_heldout_NEPdb	NEPdb	CNV0_00056	train
source_heldout_NEPdb	NEPdb	CNV0_00057	train
source_heldout_NEPdb	NEPdb	CNV0_00058	train
source_heldout_NEPdb	NEPdb	CNV0_00059	train
source_heldout_NEPdb	NEPdb	CNV0_00060	train
source_heldout_NEPdb	NEPdb	CNV0_00061	train
source_heldout_NEPdb	NEPdb	CNV0_00062	train
source_heldout_NEPdb	NEPdb	CNV0_00063	train
source_heldout_NEPdb	NEPdb	CNV0_00064	train
source_heldout_NEPdb	NEPdb	CNV0_00065	train
source_heldout_NEPdb	NEPdb	CNV0_00066	train
source_heldout_NEPdb	NEPdb	CNV0_00067	train
source_heldout_NEPdb	NEPdb	CNV0_00068	train
source_heldout_NEPdb	NEPdb	CNV0_00069	train
source_heldout_NEPdb	NEPdb	CNV0_00070	train
source_heldout_NEPdb	NEPdb	CNV0_00071	train
source_heldout_NEPdb	NEPdb	CNV0_00072	train
source_heldout_NEPdb	NEPdb	CNV0_00073	train
source_heldout_NEPdb	NEPdb	CNV0_00074	train
source_heldout_NEPdb	NEPdb	CNV0_00075	train
source_heldout_NEPdb	NEPdb	CNV0_00076	train
source_heldout_NEPdb	NEPdb	CNV0_00077	train
source_heldout_NEPdb	NEPdb	CNV0_00078	train
source_heldout_NEPdb	NEPdb	CNV0_00079	train
source_heldout_NEPdb	NEPdb	CNV0_00080	train
source_heldout_NEPdb	NEPdb	CNV0_00081	train
source_heldout_NEPdb	NEPdb	CNV0_00082	train
source_heldout_NEPdb	NEPdb	CNV0_00083	train
source_heldout_NEPdb	NEPdb	CNV0_00084	train
source_heldout_NEPdb	NEPdb	CNV0_00085	train
source_heldout_NEPdb	NEPdb	CNV0_00086	train
source_heldout_NEPdb	NEPdb	CNV0_00087	train
source_heldout_NEPdb	NEPdb	CNV0_00088	train
source_heldout_NEPdb	NEPdb	CNV0_00089	train
source_heldout_NEPdb	NEPdb	CNV0_00090	train
source_heldout_NEPdb	NEPdb	CNV0_00091	train
source_heldout_NEPdb	NEPdb	CNV0_00092	train
source_heldout_NEPdb	NEPdb	CNV0_00093	train
source_heldout_NEPdb	NEPdb	CNV0_00094	train
source_heldout_NEPdb	NEPdb	CNV0_00095	train
source_heldout_NEPdb	NEPdb	CNV0_00096	train
source_heldout_NEPdb	NEPdb	CNV0_00097	train
