split_name	fold_id	row_id	role
hla_supertype_heldout	super_01	CNV0_02398	train
hla_supertype_heldout	super_01	CNV0_02453	train
hla_supertype_heldout	super_01	CNV0_02583	train
hla_supertype_heldout	super_01	CNV0_02512	train
hla_supertype_heldout	super_01	CNV0_02681	train
hla_supertype_heldout	super_01	CNV0_02396	train
hla_supertype_heldout	super_01	CNV0_02516	train
hla_supertype_heldout	super_01	CNV0_02573	train
hla_supertype_heldout	super_01	CNV0_02572	train
hla_supertype_heldout	super_01	CNV0_02585	train
hla_supertype_heldout	super_01	CNV0_02545	train
hla_supertype_heldout	super_01	CNV0_02442	train
hla_supertype_heldout	super_01	CNV0_02401	train
hla_supertype_heldout	super_01	CNV0_02584	train
hla_supertype_heldout	super_01	CNV0_02589	train
hla_supertype_heldout	super_01	CNV0_02569	train
hla_supertype_heldout	super_01	CNV0_02479	train
hla_supertype_heldout	super_01	CNV0_02713	train
hla_supertype_heldout	super_01	CNV0_02574	train
hla_supertype_heldout	super_01	CNV0_02563	train
hla_supertype_heldout	super_01	CNV0_02564	train
hla_supertype_heldout	super_01	CNV0_02557	test
hla_supertype_heldout	super_01	CNV0_02452	test
hla_supertype_heldout	super_01	CNV0_02708	test
hla_supertype_heldout	super_01	CNV0_02561	test
hla_supertype_heldout	super_01	CNV0_02556	test
hla_supertype_heldout	super_01	CNV0_02518	test
hla_supertype_heldout	super_01	CNV0_02565	test
hla_supertype_heldout	super_01	CNV0_02536	test
hla_supertype_heldout	super_01	CNV0_02458	test
hla_supertype_heldout	super_01	CNV0_02460	test
hla_supertype_heldout	super_01	CNV0_02421	test
hla_supertype_heldout	super_01	CNV0_02414	test
hla_supertype_heldout	super_01	CNV0_02411	test
hla_supertype_heldout	super_01	CNV0_02709	test
hla_supertype_heldout	super_01	CNV0_02538	test
hla_supertype_heldout	super_01	CNV0_02559	test
hla_supertype_heldout	super_01	CNV0_02424	test
hla_supertype_heldout	super_01	CNV0_02515	test
hla_supertype_heldout	super_01	CNV0_02405	test
hla_supertype_heldout	super_01	CNV0_02413	test
hla_supertype_heldout	super_01	CNV0_02416	test
hla_supertype_heldout	super_01	CNV0_02418	test
hla_supertype_heldout	super_01	CNV0_02419	test
hla_supertype_heldout	super_01	CNV0_02710	test
hla_supertype_heldout	super_01	CNV0_02415	test
hla_supertype_heldout	super_01	CNV0_02448	test
hla_supertype_heldout	super_01	CNV0_02537	test
hla_supertype_heldout	super_01	CNV0_02513	test
hla_supertype_heldout	super_01	CNV0_02425	test
hla_supertype_heldout	super_01	CNV0_02514	test
hla_supertype_heldout	super_01	CNV0_02517	test
hla_supertype_heldout	super_01	CNV0_02510	test
hla_supertype_heldout	super_01	CNV0_02412	test
hla_supertype_heldout	super_02	CNV0_02452	train
hla_supertype_heldout	super_02	CNV0_02450	train
hla_supertype_heldout	super_02	CNV0_02581	train
hla_supertype_heldout	super_02	CNV0_02544	train
hla_supertype_heldout	super_02	CNV0_02579	train
hla_supertype_heldout	super_02	CNV0_02708	train
hla_supertype_heldout	super_02	CNV0_02592	train
hla_supertype_heldout	super_02	CNV0_02553	train
hla_supertype_heldout	super_02	CNV0_02580	train
hla_supertype_heldout	super_02	CNV0_02582	train
hla_supertype_heldout	super_02	CNV0_02518	train
hla_supertype_heldout	super_02	CNV0_02565	train
hla_supertype_heldout	super_02	CNV0_02594	train
hla_supertype_heldout	super_02	CNV0_02555	train
hla_supertype_heldout	super_02	CNV0_02536	train
hla_supertype_heldout	super_02	CNV0_02520	train
hla_supertype_heldout	super_02	CNV0_02588	train
hla_supertype_heldout	super_02	CNV0_02458	train
hla_supertype_heldout	super_02	CNV0_02655	train
hla_supertype_heldout	super_02	CNV0_02460	train
hla_supertype_heldout	super_02	CNV0_02685	train
hla_supertype_heldout	super_02	CNV0_02421	train
hla_supertype_heldout	super_02	CNV0_02414	train
hla_supertype_heldout	super_02	CNV0_02590	train
hla_supertype_heldout	super_02	CNV0_02538	train
hla_supertype_heldout	super_02	CNV0_02543	train
hla_supertype_heldout	super_02	CNV0_02453	train
hla_supertype_heldout	super_02	CNV0_02515	train
hla_supertype_heldout	super_02	CNV0_02512	train
hla_supertype_heldout	super_02	CNV0_02405	train
hla_supertype_heldout	super_02	CNV0_02516	train
hla_supertype_heldout	super_02	CNV0_02710	train
hla_supertype_heldout	super_02	CNV0_02415	train
hla_supertype_heldout	super_02	CNV0_02584	train
hla_supertype_heldout	super_02	CNV0_02448	train
hla_supertype_heldout	super_02	CNV0_02537	train
hla_supertype_heldout	super_02	CNV0_02513	train
hla_supertype_heldout	super_02	CNV0_02517	train
hla_supertype_heldout	super_02	CNV0_02713	train
hla_supertype_heldout	super_02	CNV0_02563	train
hla_supertype_heldout	super_02	CNV0_02564	train
hla_supertype_heldout	super_02	CNV0_02412	train
hla_supertype_heldout	super_02	CNV0_02557	train
hla_supertype_heldout	super_02	CNV0_02591	train
hla_supertype_heldout	super_02	CNV0_02586	train
hla_supertype_heldout	super_02	CNV0_02561	train
hla_supertype_heldout	super_02	CNV0_02556	train
hla_supertype_heldout	super_02	CNV0_02511	train
hla_supertype_heldout	super_02	CNV0_02593	train
hla_supertype_heldout	super_02	CNV0_02712	train
hla_supertype_heldout	super_02	CNV0_02478	train
hla_supertype_heldout	super_02	CNV0_02660	train
hla_supertype_heldout	super_02	CNV0_02477	train
hla_supertype_heldout	super_02	CNV0_02411	train
hla_supertype_heldout	super_02	CNV0_02709	train
hla_supertype_heldout	super_02	CNV0_02587	train
hla_supertype_heldout	super_02	CNV0_02559	train
hla_supertype_heldout	super_02	CNV0_02583	train
hla_supertype_heldout	super_02	CNV0_02424	train
hla_supertype_heldout	super_02	CNV0_02396	train
hla_supertype_heldout	super_02	CNV0_02681	train
hla_supertype_heldout	super_02	CNV0_02413	train
hla_supertype_heldout	super_02	CNV0_02416	train
hla_supertype_heldout	super_02	CNV0_02419	train
hla_supertype_heldout	super_02	CNV0_02418	train
hla_supertype_heldout	super_02	CNV0_02585	train
hla_supertype_heldout	super_02	CNV0_02545	train
hla_supertype_heldout	super_02	CNV0_02442	train
hla_supertype_heldout	super_02	CNV0_02401	train
hla_supertype_heldout	super_02	CNV0_02589	train
hla_supertype_heldout	super_02	CNV0_02479	train
hla_supertype_heldout	super_02	CNV0_02425	train
hla_supertype_heldout	super_02	CNV0_02514	train
hla_supertype_heldout	super_02	CNV0_02510	train
hla_supertype_heldout	super_02	CNV0_02573	test
hla_supertype_heldout	super_02	CNV0_02572	test
hla_supertype_heldout	super_02	CNV0_02575	test
hla_supertype_heldout	super_02	CNV0_02571	test
hla_supertype_heldout	super_02	CNV0_02570	test
hla_supertype_heldout	super_02	CNV0_02550	test
hla_supertype_heldout	super_02	CNV0_02569	test
hla_supertype_heldout	super_02	CNV0_02577	test
hla_supertype_heldout	super_02	CNV0_02568	test
hla_supertype_heldout	super_02	CNV0_02574	test
hla_supertype_heldout	super_02	CNV0_02551	test
hla_supertype_heldout	super_02	CNV0_02398	test
hla_supertype_heldout	super_02	CNV0_02578	test
hla_supertype_heldout	super_02	CNV0_02567	test
hla_supertype_heldout	super_02	CNV0_02562	test
hla_supertype_heldout	super_09	CNV0_02452	train
hla_supertype_heldout	super_09	CNV0_02450	train
hla_supertype_heldout	super_09	CNV0_02544	train
hla_supertype_heldout	super_09	CNV0_02708	train
hla_supertype_heldout	super_09	CNV0_02553	train
hla_supertype_heldout	super_09	CNV0_02518	train
hla_supertype_heldout	super_09	CNV0_02577	train
hla_supertype_heldout	super_09	CNV0_02565	train
hla_supertype_heldout	super_09	CNV0_02555	train
hla_supertype_heldout	super_09	CNV0_02536	train
hla_supertype_heldout	super_09	CNV0_02520	train
hla_supertype_heldout	super_09	CNV0_02550	train
hla_supertype_heldout	super_09	CNV0_02458	train
hla_supertype_heldout	super_09	CNV0_02655	train
hla_supertype_heldout	super_09	CNV0_02460	train
hla_supertype_heldout	super_09	CNV0_02567	train
hla_supertype_heldout	super_09	CNV0_02685	train
hla_supertype_heldout	super_09	CNV0_02421	train
hla_supertype_heldout	super_09	CNV0_02414	train
hla_supertype_heldout	super_09	CNV0_02575	train
hla_supertype_heldout	super_09	CNV0_02570	train
hla_supertype_heldout	super_09	CNV0_02538	train
hla_supertype_heldout	super_09	CNV0_02578	train
hla_supertype_heldout	super_09	CNV0_02543	train
hla_supertype_heldout	super_09	CNV0_02515	train
hla_supertype_heldout	super_09	CNV0_02512	train
hla_supertype_heldout	super_09	CNV0_02405	train
hla_supertype_heldout	super_09	CNV0_02516	train
hla_supertype_heldout	super_09	CNV0_02573	train
hla_supertype_heldout	super_09	CNV0_02710	train
hla_supertype_heldout	super_09	CNV0_02415	train
hla_supertype_heldout	super_09	CNV0_02448	train
hla_supertype_heldout	super_09	CNV0_02537	train
hla_supertype_heldout	super_09	CNV0_02513	train
hla_supertype_heldout	super_09	CNV0_02517	train
hla_supertype_heldout	super_09	CNV0_02713	train
hla_supertype_heldout	super_09	CNV0_02574	train
hla_supertype_heldout	super_09	CNV0_02563	train
hla_supertype_heldout	super_09	CNV0_02564	train
hla_supertype_heldout	super_09	CNV0_02412	train
hla_supertype_heldout	super_09	CNV0_02557	train
hla_supertype_heldout	super_09	CNV0_02561	train
hla_supertype_heldout	super_09	CNV0_02556	train
hla_supertype_heldout	super_09	CNV0_02511	train
hla_supertype_heldout	super_09	CNV0_02562	train
hla_supertype_heldout	super_09	CNV0_02712	train
hla_supertype_heldout	super_09	CNV0_02571	train
hla_supertype_heldout	super_09	CNV0_02478	train
hla_supertype_heldout	super_09	CNV0_02551	train
hla_supertype_heldout	super_09	CNV0_02660	train
hla_supertype_heldout	super_09	CNV0_02477	train
hla_supertype_heldout	super_09	CNV0_02411	train
hla_supertype_heldout	super_09	CNV0_02709	train
hla_supertype_heldout	super_09	CNV0_02559	train
hla_supertype_heldout	super_09	CNV0_02568	train
hla_supertype_heldout	super_09	CNV0_02398	train
hla_supertype_heldout	super_09	CNV0_02424	train
hla_supertype_heldout	super_09	CNV0_02681	train
hla_supertype_heldout	super_09	CNV0_02413	train
hla_supertype_heldout	super_09	CNV0_02416	train
hla_supertype_heldout	super_09	CNV0_02419	train
hla_supertype_heldout	super_09	CNV0_02418	train
hla_supertype_heldout	super_09	CNV0_02572	train
hla_supertype_heldout	super_09	CNV0_02442	train
hla_supertype_heldout	super_09	CNV0_02401	train
hla_supertype_heldout	super_09	CNV0_02569	train
hla_supertype_heldout	super_09	CNV0_02479	train
hla_supertype_heldout	super_09	CNV0_02425	train
hla_supertype_heldout	super_09	CNV0_02514	train
hla_supertype_heldout	super_09	CNV0_02510	train
hla_supertype_heldout	super_09	CNV0_02591	test
hla_supertype_heldout	super_09	CNV0_02586	test
hla_supertype_heldout	super_09	CNV0_02581	test
hla_supertype_heldout	super_09	CNV0_02579	test
hla_supertype_heldout	super_09	CNV0_02592	test
hla_supertype_heldout	super_09	CNV0_02580	test
hla_supertype_heldout	super_09	CNV0_02582	test
hla_supertype_heldout	super_09	CNV0_02593	test
hla_supertype_heldout	super_09	CNV0_02594	test
hla_supertype_heldout	super_09	CNV0_02588	test
hla_supertype_heldout	super_09	CNV0_02590	test
hla_supertype_heldout	super_09	CNV0_02587	test
hla_supertype_heldout	super_09	CNV0_02583	test
hla_supertype_heldout	super_09	CNV0_02453	test
hla_supertype_heldout	super_09	CNV0_02396	test
hla_supertype_heldout	super_09	CNV0_02545	test
hla_supertype_heldout	super_09	CNV0_02585	test
hla_supertype_heldout	super_09	CNV0_02589	test
hla_supertype_heldout	super_09	CNV0_02584	test
